trial_id,gesture_label,gesture_name,repeat_index,cue_time_s,end_time_s,status,onset_sample_index,onset_time_s,prediction_frame_index,prediction_time_s,prediction_window_start_sample,prediction_window_end_sample,latency_ms,threshold,notes
power_01,1,POWER,1,3.0,4.103567327998462,unresolved,,,,,,,,,No supported onset/prediction match found
power_02,1,POWER,2,3.0,6.307562642003177,ok,1449,2.9000271539989626,30,3.2019086080035777,1500,1600,301.8814540046151,135.9302305039579,
power_03,1,POWER,3,3.0,17.12525132999872,unresolved,,,,,,,,,No supported onset/prediction match found
power_04,1,POWER,4,3.0,6.610296273000131,ok,1391,2.788285878999508,33,3.5052840799980913,1650,1750,716.9982009985833,80.2520149402256,
power_05,1,POWER,5,3.0,8.509780641004909,unresolved,,,,,,,,,No supported onset/prediction match found
open_01,2,OPEN,1,3.0,4.403682432995993,ok,1487,2.9788569150017574,32,3.4032224210022832,1600,1700,424.3655060005258,113.90195905338292,
open_02,2,OPEN,2,3.0,5.208723326999461,ok,1521,3.04376072399877,32,3.400902599998517,1600,1700,357.1418759997469,26.29889114434529,
open_03,2,OPEN,3,3.0,4.407448346995807,ok,1547,3.101317911999009,32,3.4070808889955515,1600,1700,305.7629769965424,32.984364609136506,
open_04,2,OPEN,4,3.0,4.610180504998425,ok,1547,3.104332303003408,34,3.6062889320019167,1700,1800,501.9566289985087,37.470170216479005,
open_05,2,OPEN,5,3.0,4.502339325998037,ok,1476,2.9584125029962745,33,3.5022074609951233,1650,1750,543.7949579988488,36.74603507937671,
flexion_01,3,FLEXION,1,3.0,4.105129882998881,ok,1248,2.5017331709972934,29,3.1031684890040196,1450,1550,601.4353180067262,24.079638832393165,
flexion_02,3,FLEXION,2,3.0,4.2066261770014535,ok,1251,2.506103502002137,29,3.105072571001074,1450,1550,598.9690689989367,44.689918777608334,
flexion_03,3,FLEXION,3,3.0,4.305996713999775,ok,1347,2.7010907739976537,31,3.303741607996926,1550,1650,602.6508339992724,39.27256579793578,
flexion_04,3,FLEXION,4,3.0,4.005695956999261,ok,1211,2.4266953970009344,28,3.004182102995401,1400,1500,577.4867059944664,36.934027300464045,
flexion_05,3,FLEXION,5,3.0,4.005065922996437,ok,1197,2.3989584969975986,28,3.0030468849945464,1400,1500,604.0883879969479,45.40080906300048,
extension_01,4,EXTENSION,1,3.0,4.106208090001019,ok,1384,2.774418318999524,29,3.105519048003771,1450,1550,331.10072900424694,37.439448532064084,
extension_02,4,EXTENSION,2,3.0,4.20566532399971,ok,1472,2.949907452999556,30,3.2036735090005095,1500,1600,253.76605600095337,32.447502990582386,
extension_03,4,EXTENSION,3,3.0,4.406014054999105,ok,1462,2.92655106599757,31,3.3060683779985993,1550,1650,379.5173120010293,49.839229883944355,
extension_04,4,EXTENSION,4,3.0,4.206121937000717,ok,1424,2.8522941110015383,30,3.2038233960047364,1500,1600,351.52928500319814,29.838262365433508,
extension_05,4,EXTENSION,5,3.0,4.303938072996971,ok,1477,2.9592267830029013,31,3.3027113930002088,1550,1650,343.4846099973075,39.32167351565726,
