gesture_name,count,mean_ms,median_ms,min_ms,max_ms,std_ms
POWER,3,-1820.56003833406,700.711733999924,-7185.358637999279,1022.966788997175,3795.766070360083
ALL,3,-1820.56003833406,700.711733999924,-7185.358637999279,1022.966788997175,3795.766070360083
